Query Index,Method ID,Relative Rank
749,4,3.6666666666666665
749,5,18.066666666666666
749,6,12.266666666666667
749,7,3.6666666666666665
749,8,17.6
749,9,12.266666666666667
749,10,3.6666666666666665
749,11,18.2
749,12,12.266666666666667
749,13,3.6666666666666665
821,1,2.533333333333333
821,2,13.333333333333334
821,3,11.8
821,4,2.533333333333333
821,5,11.6
821,6,14.533333333333333
821,7,7.8
821,8,15.466666666666667
821,9,14.533333333333333
821,10,7.8
821,11,18.266666666666666
821,12,12.333333333333334
821,13,2.533333333333333
950,1,3.3333333333333335
950,2,9.333333333333334
950,3,9.333333333333334
950,4,3.3333333333333335
950,5,18.4
950,6,17.4
950,7,10.333333333333334
950,8,19.8
950,9,17.4
950,10,10.333333333333334
950,11,7.866666666666666
950,12,9.333333333333334
950,13,2.466666666666667
1129,1,4.266666666666667
1129,2,12.4
1129,3,12.4
1129,4,4.266666666666667
1129,5,15.666666666666666
1129,6,12.4
1129,7,4.266666666666667
1129,8,19.066666666666666
1129,9,12.4
1129,10,4.266666666666667
1129,11,14.0
1129,12,12.4
1129,13,4.266666666666667
103,1,4.2
103,2,15.266666666666667
103,3,13.133333333333333
103,4,4.2
103,5,11.933333333333334
103,6,13.466666666666667
103,7,4.2
103,8,15.733333333333333
103,9,15.266666666666667
103,10,4.2
103,11,13.333333333333334
103,12,16.466666666666665
103,13,4.2
673,1,4.6
673,2,12.8
673,3,11.266666666666667
673,4,4.6
673,5,15.6
673,6,13.466666666666667
673,7,5.533333333333333
673,8,16.0
673,9,13.466666666666667
673,10,5.533333333333333
673,11,15.2
673,12,12.533333333333333
673,13,4.6
774,1,4.133333333333334
774,2,7.466666666666667
774,3,7.4
774,4,4.133333333333334
774,5,18.133333333333333
774,6,13.8
774,7,10.933333333333334
774,8,17.533333333333335
774,9,13.8
774,10,10.933333333333334
774,11,14.0
774,12,7.466666666666667
774,13,4.133333333333334
1300,1,3.3333333333333335
1300,2,11.8
1300,3,11.733333333333333
1300,4,3.3333333333333335
1300,5,16.8
1300,6,16.866666666666667
1300,7,9.6
1300,8,15.333333333333334
1300,9,11.8
1300,10,3.3333333333333335
1300,11,17.8
1300,12,11.8
1300,13,3.3333333333333335
36,1,3.8666666666666667
36,2,13.2
36,3,12.333333333333334
36,4,3.8666666666666667
36,5,17.733333333333334
36,6,13.2
36,7,4.0
36,8,15.4
36,9,13.2
36,10,4.0
36,11,17.266666666666666
36,12,13.2
36,13,4.0
