Query Index,Method ID,Relative Rank
1884,1,0.04653668911733428
1884,2,0.1028051518374099
1884,3,0.07604395604395604
1884,4,0.04653668911733428
1884,5,0.07309464728819567
1884,6,0.07309464728819567
1884,7,0.07309464728819567
1884,8,0.11563748079877112
1884,9,0.09749261491196975
1884,10,0.04514238449722321
1884,11,0.10286186931348222
1884,12,0.09390523455039584
1884,13,0.04469337114498405
1890,1,0.044750088621056366
1890,2,0.10449722320690062
1890,3,0.07473472763795344
1890,4,0.044750088621056366
1890,5,0.06622237977076686
1890,6,0.06622237977076686
1890,7,0.06622237977076686
1890,8,0.1000118161408484
1890,9,0.10064516129032258
1890,10,0.05483634644924967
1890,11,0.1173815431879948
1890,12,0.10652959943282524
1890,13,0.044750088621056366
1856,1,0.040018905825357436
1856,2,0.07898853834337706
1856,3,0.06845326716294459
1856,4,0.040018905825357436
1856,5,0.0879829847571783
1856,6,0.0879829847571783
1856,7,0.0879829847571783
1856,8,0.10158572610185514
1856,9,0.09473236440978376
1856,10,0.08159281578636417
1856,11,0.10957816377171216
1856,12,0.07850643979676238
1856,13,0.03655913978494624
953,1,0.048181495923431406
953,2,0.08598842018196858
953,3,0.07368545433061562
953,4,0.048181495923431406
953,5,0.08221670802315964
953,6,0.08221670802315964
953,7,0.08221670802315964
953,8,0.08973650005908071
953,9,0.08630509275670566
953,10,0.08189530899208318
953,11,0.09943046201110717
953,12,0.08182441214699279
953,13,0.04932057190121706
573,1,0.051239513174997045
573,2,0.08304383788254756
573,3,0.0815313718539525
573,4,0.051239513174997045
573,5,0.0667564693371145
573,6,0.0667564693371145
573,7,0.0667564693371145
573,8,0.11676710386387806
573,9,0.09003426680846036
573,10,0.06113198629327662
573,11,0.11722557012879593
573,12,0.08561975658749853
573,13,0.05139548623419591
1561,1,0.03259364291622356
1561,2,0.07375635117570602
1561,3,0.0656221198156682
1561,4,0.03259364291622356
1561,5,0.09307810469100791
1561,6,0.09307810469100791
1561,7,0.09307810469100791
1561,8,0.11440860215053764
1561,9,0.09972350230414746
1561,10,0.09108826657213755
1561,11,0.09788491078813659
1561,12,0.07396904171097719
1561,13,0.03259364291622356
656,1,0.025707196029776676
656,2,0.0753822521564457
656,3,0.046272007562330145
656,4,0.025707196029776676
656,5,0.09551695616211746
656,6,0.09551695616211746
656,7,0.09551695616211746
656,8,0.11827011697979439
656,9,0.11988656504785537
656,10,0.09496396077041239
656,11,0.10184095474418055
656,12,0.07472527472527472
656,13,0.025357438260664066
1277,1,0.04853598014888338
1277,2,0.1144464138012525
1277,3,0.06586316908897553
1277,4,0.04853598014888338
1277,5,0.05885856079404467
1277,6,0.05885856079404467
1277,7,0.05885856079404467
1277,8,0.11577454803261254
1277,9,0.12277442987120407
1277,10,0.040406475245184925
1277,11,0.11315136476426799
1277,12,0.11678128323289613
1277,13,0.03218716767103864
1771,1,0.02805624483043838
1771,2,0.06230414746543779
1771,3,0.05473709086612313
1771,4,0.02805624483043838
1771,5,0.09377762022923314
1771,6,0.09377762022923314
1771,7,0.09377762022923314
1771,8,0.12037811650714876
1771,9,0.12020323762259247
1771,10,0.0845704832801607
1771,11,0.12918350466737563
1771,12,0.06349048800661704
1771,13,0.023986765922249794
729,1,0.05347985347985348
729,2,0.0940044901335224
729,3,0.08461774784355429
729,4,0.05347985347985348
729,5,0.06263499940919295
729,6,0.06263499940919295
729,7,0.06263499940919295
729,8,0.09246366536689117
729,9,0.09359328843199811
729,10,0.06095238095238095
729,11,0.12446177478435543
729,12,0.09338532435306629
729,13,0.052586553231714524
1629,1,0.04403639371381307
1629,2,0.1056693843790618
1629,3,0.0907999527354366
1629,4,0.04403639371381307
1629,5,0.058759305210918114
1629,6,0.058759305210918114
1629,7,0.058759305210918114
1629,8,0.11016424435779275
1629,9,0.09960061443932412
1629,10,0.04403639371381307
1629,11,0.12544487770294221
1629,12,0.10741817322462484
1629,13,0.04403639371381307
1283,1,0.03329788491078814
1283,2,0.05486943164362519
1283,3,0.045463783528299655
1283,4,0.03329788491078814
1283,5,0.10247429989365474
1283,6,0.10247429989365474
1283,7,0.10247429989365474
1283,8,0.11904525581944937
1283,9,0.1085099846390169
1283,10,0.09993146638307929
1283,11,0.10342904407420536
1283,12,0.05579581708613967
1283,13,0.033335696561503016
192,1,0.027772657450076805
192,2,0.06287132222616093
192,3,0.052666902989483635
192,4,0.027772657450076805
192,5,0.10626491787782111
192,6,0.10626491787782111
192,7,0.10626491787782111
192,8,0.11395013588561975
192,9,0.11882311237149946
192,10,0.1044641380125251
192,11,0.07734845799361928
192,12,0.06226633581472291
192,13,0.027786836819094884
750,1,0.021732246248375282
750,2,0.06707314191185158
750,3,0.04837055417700579
750,4,0.021732246248375282
750,5,0.10523927685218008
750,6,0.10523927685218008
750,7,0.10523927685218008
750,8,0.10523927685218008
750,9,0.10523927685218008
750,10,0.10523927685218008
750,11,0.09973768167316555
750,12,0.08003781165071487
750,13,0.02312655086848635
1320,1,0.04187640316672575
1320,2,0.08966087675765096
1320,3,0.07317499704596479
1320,4,0.04187640316672575
1320,5,0.07640789318208673
1320,6,0.07640789318208673
1320,7,0.07640789318208673
1320,8,0.11121824412146993
1320,9,0.10330142975304266
1320,10,0.06521564457048327
1320,11,0.10490369845208555
1320,12,0.08948127141675528
1320,13,0.042401039820394656
706,1,0.04575682382133995
706,2,0.09832447122769704
706,3,0.08832328961361219
706,4,0.04575682382133995
706,5,0.07417700578990902
706,6,0.07417700578990902
706,7,0.07417700578990902
706,8,0.11355784000945292
706,9,0.09775729646697388
706,10,0.051707432352593646
706,11,0.10827366182204892
706,12,0.085704832801607
706,13,0.035590216235377524
1301,1,0.03568474536216472
1301,2,0.07156327543424318
1301,3,0.05784709913742172
1301,4,0.03568474536216472
1301,5,0.0853645279451731
1301,6,0.0853645279451731
1301,7,0.0853645279451731
1301,8,0.11753278979085431
1301,9,0.11755642207255111
1301,10,0.08474536216471701
1301,11,0.10987120406475245
1301,12,0.07142620820040176
1301,13,0.03571310410020088
1170,1,0.03936665485052582
1170,2,0.0949261491196975
1170,3,0.07759423372326599
1170,4,0.03936665485052582
1170,5,0.12008034975776911
1170,6,0.12008034975776911
1170,7,0.12008034975776911
1170,8,0.0789838118870377
1170,9,0.06361337587144039
1170,10,0.0210989010989011
1170,11,0.13639135058489898
1170,12,0.06409074796171571
1170,13,0.0210989010989011
1243,1,0.046106581590452556
1243,2,0.10195438969632518
1243,3,0.07667730119343022
1243,4,0.046106581590452556
1243,5,0.053621647170034266
1243,6,0.053621647170034266
1243,7,0.053621647170034266
1243,8,0.13321044546851
1243,9,0.10142975304265626
1243,10,0.046106581590452556
1243,11,0.1299964551577455
1243,12,0.10326834455866714
1243,13,0.046106581590452556
749,1,0.04751979203592107
749,2,0.07383670093347512
749,3,0.0742479026349994
749,4,0.04751979203592107
749,5,0.07772657450076804
749,6,0.07772657450076804
749,7,0.07772657450076804
749,8,0.11742880775138839
749,9,0.0841734609476545
749,10,0.07736736381897673
749,11,0.1147394540942928
749,12,0.07380834219543897
749,13,0.04732128086966797
821,1,0.03856788372917405
821,2,0.07919177596596952
821,3,0.07453149001536098
821,4,0.03856788372917405
821,5,0.08058135412974123
821,6,0.08058135412974123
821,7,0.08058135412974123
821,8,0.12482571192248612
821,9,0.10400567174760723
821,10,0.08011343495214462
821,11,0.10441687344913152
821,12,0.07082594824530308
821,13,0.03615739099610067
950,1,0.025154200638071608
950,2,0.07519792035921068
950,3,0.06763086375989602
950,4,0.025154200638071608
950,5,0.09853716176296821
950,6,0.09853716176296821
950,7,0.09853716176296821
950,8,0.13617866004962778
950,9,0.12166843908779393
950,10,0.0959801488833747
950,11,0.07290086257828193
950,12,0.06051282051282051
950,13,0.019766040411201703
1129,1,0.06179369018078695
1129,2,0.08258064516129032
1129,3,0.07378470991374217
1129,4,0.06179369018078695
1129,5,0.05818267753751625
1129,6,0.05818267753751625
1129,7,0.05818267753751625
1129,8,0.11890818858560794
1129,9,0.08554885974240813
1129,10,0.05762495568947182
1129,11,0.1320619165780456
1129,12,0.08316672574737091
1129,13,0.057856552050100436
103,1,0.049920831856315726
103,2,0.09909015715467329
103,3,0.09050691244239631
103,4,0.049920831856315726
103,5,0.0563062743707905
103,6,0.0563062743707905
103,7,0.0563062743707905
103,8,0.11521682618456812
103,9,0.09664657922722439
103,10,0.05174997045964788
103,11,0.11787782110362756
103,12,0.10210563629918469
103,13,0.04945763913505849
673,1,0.04053881602268699
673,2,0.09209972822876049
673,3,0.07352475481507739
673,4,0.04053881602268699
673,5,0.06901098901098901
673,6,0.06901098901098901
673,7,0.06901098901098901
673,8,0.11702705896254284
673,9,0.11005080940564811
673,10,0.06825475599669148
673,11,0.1123195084485407
673,12,0.09012879593524754
673,13,0.040600259955098666
774,1,0.03317027058962543
774,2,0.05957698215762732
774,3,0.05226042774429871
774,4,0.03317027058962543
774,5,0.10341959116152664
774,6,0.10341959116152664
774,7,0.10341959116152664
774,8,0.10909606522509749
774,9,0.10629800307219663
774,10,0.10340068533616921
774,11,0.09097955807633228
774,12,0.06059789672692899
774,13,0.03366654850525818
1300,1,0.03453149001536098
1300,2,0.10101382488479263
1300,3,0.0864421599905471
1300,4,0.03453149001536098
1300,5,0.07480562448304384
1300,6,0.07480562448304384
1300,7,0.07480562448304384
1300,8,0.11659695143566111
1300,9,0.1005033676001418
1300,10,0.034602386860451376
1300,11,0.12656504785537043
1300,12,0.10044192366773012
1300,13,0.034602386860451376
36,1,0.05421718066879357
36,2,0.09438260664067116
36,3,0.08931111898853834
36,4,0.05421718066879357
36,5,0.060068533616920716
36,6,0.060068533616920716
36,7,0.060068533616920716
36,8,0.10312655086848635
36,9,0.09219898381188704
36,10,0.057747843554295165
36,11,0.11334514947418173
36,12,0.0956871085903344
36,13,0.05470400567174761
