Query Index,Method Name,Top-k Indices
1547,Grid_PSS,"16269, 6136, 21289, 445, 13828, 4626, 20857, 21543, 8576, 1322, 4983, 23176, 3404, 25687, 2530, 3540, 11953, 10239, 14848, 25289, 1255, 14683, 23022, 15357, 19194, 13496, 3588, 22280, 9926, 12863, 4433, 13617, 21715, 5819, 20326, 28119, 2791, 29081, 10782, 25807, 9243, 22486, 24896, 4701, 9965, 22192, 19016, 25535, 11690, 90"
1547,Grid_POS,"90, 20486, 11735, 16269, 26147, 27316, 6136, 11690, 11975, 445, 25535, 21728, 9965, 4626, 22192, 26428, 21543, 8576, 1322, 4983, 23176, 28119, 3404, 12979, 12192, 2530, 2357, 13496, 11953, 10239, 25289, 1255, 6530, 14683, 23022, 15357, 21486, 19194, 3346, 27346, 3588, 15456, 9926, 12863, 27549, 4433, 9243, 2042, 21715, 12608"
1547,Grid_CMA,"23022, 12251, 24482, 3588, 90, 11690, 22192, 4433, 3328, 20486, 25535, 24639, 21041, 26428, 10443, 22534, 27346, 7085, 9840, 1105, 10648, 26147, 12058, 2357, 24896, 8301, 11735, 5430, 21411, 1322, 10478, 16269, 10445, 14047, 23176, 445, 14683, 27316, 27469, 6136, 11975, 21728, 18417, 3773, 13108, 5575, 15302, 19754, 25289, 16820"
1810,graph_Exacts,"24060, 27206, 28088, 1237, 7661, 16647, 28909, 8900, 29126, 15427, 979, 2021, 2581, 18612, 8944, 29375, 18773, 21344, 19850, 9916, 27530, 11801, 20097, 25378, 1354, 5978, 27854, 2288, 3937, 20941, 23103, 2379, 8903, 27019, 26304, 22485, 28199, 16098, 3340, 3944, 14886, 15062, 26716, 15843, 2834, 4080, 2808, 5894, 20804, 23089"
1810,graph_PSS,"7688, 10072, 27019, 27595, 29375, 4080, 3800, 27993, 18344, 15427, 5894, 24592, 20089, 17948, 16311, 20534, 24363, 8058, 2288, 17170, 13197, 730, 23089, 13314, 20884, 28199, 631, 23559, 9298, 1231, 29629, 3750, 10582, 2143, 14586, 11568, 15729, 22642, 14429, 16098, 16352, 11930, 7253, 24425, 775, 3816, 25088, 23955, 19592, 7346"
1810,graph_POS,"8900, 7688, 10072, 10381, 5299, 27019, 27595, 29375, 979, 4080, 3800, 1237, 27993, 18344, 15427, 5894, 22901, 24592, 15062, 8449, 20089, 17948, 11, 16311, 16873, 20534, 24363, 8058, 2288, 17170, 19337, 13197, 10568, 3847, 730, 3944, 25524, 26580, 6041, 23089, 13314, 20884, 13256, 28199, 6037, 1981, 631, 17362, 2021, 23559"
1810,graph_CMA,"24060, 27206, 28088, 1237, 7661, 16647, 28909, 8900, 29126, 15427, 979, 2021, 2581, 18612, 8944, 29375, 18773, 21344, 19850, 9916, 27530, 11801, 20097, 25378, 1354, 5978, 27854, 2288, 3937, 20941, 23103, 2379, 8903, 27019, 26304, 22485, 28199, 16098, 3340, 3944, 14886, 15062, 26716, 15843, 2834, 4080, 2808, 5894, 20804, 23089"
1810,LBF_PSS,"12488, 17897, 20491, 4395, 3355, 7333, 26678, 19591, 27481, 17058, 27625, 3340, 19669, 1781, 18764, 22954, 21600, 1712, 24942, 13325, 6303, 302, 5780, 29749, 14619, 3951, 17681, 10439, 12650, 26714, 12809, 27005, 6170, 17037, 3216, 9027, 26879, 28345, 7402, 11374, 17713, 8970, 27620, 23362, 15873, 26173, 5299, 13296, 8475, 25207"
1810,LBF_POS,"12488, 17713, 11374, 17897, 27005, 20491, 10439, 4395, 12809, 3355, 7333, 28345, 29749, 14619, 26678, 19591, 5780, 27481, 17058, 26879, 27625, 3340, 19669, 17681, 1781, 9027, 12650, 18764, 302, 22954, 21600, 1712, 26714, 24942, 7402, 3216, 6170, 8970, 13325, 6303, 17037, 3951, 15873, 27620, 5299, 13296, 23362, 26173, 8475, 25207"
1810,LBF_CMA,"23362, 15873, 19591, 302, 27481, 24942, 8970, 9027, 19669, 7402, 1781, 26678, 27620, 20491, 13325, 3951, 6303, 12809, 22954, 3216, 26879, 18764, 13296, 5299, 17713, 6170, 26714, 8475, 12650, 17058, 1712, 3340, 12488, 27005, 27625, 10439, 26173, 11374, 17037, 17681, 29749, 7333, 14619, 3355, 4395, 17897, 25207, 21600, 28345, 5780"
1810,OSF_PSS,"17414, 12431, 12488, 2943, 11374, 17897, 1934, 8787, 20491, 12536, 4395, 19892, 24362, 19017, 12809, 28345, 29749, 26678, 3973, 19591, 10365, 5780, 27481, 15666, 17058, 19580, 27625, 3340, 21002, 1781, 14640, 9027, 22954, 29322, 1712, 28869, 24942, 7402, 3216, 15016, 8970, 13325, 6303, 2721, 17037, 8233, 11285, 23362, 302, 21418"
1810,OSF_POS,"17414, 12431, 3798, 4142, 12488, 17713, 11374, 17897, 1934, 27005, 20491, 12536, 10439, 4395, 19892, 24362, 12809, 3355, 7333, 28492, 28345, 29749, 14619, 26678, 19017, 19591, 10365, 5780, 27481, 15666, 17058, 26879, 19580, 20744, 18915, 27625, 3340, 19669, 17681, 1781, 14640, 9027, 12650, 29535, 18764, 302, 15294, 22954, 21600, 17296"
1810,OSF_CMA,"10365, 23362, 4142, 15873, 19591, 1934, 12536, 302, 17414, 27481, 24942, 8970, 3798, 9027, 19669, 3847, 7402, 1781, 26678, 27620, 22734, 20491, 13325, 29535, 3951, 6303, 12809, 22954, 28909, 3216, 26879, 18764, 13296, 24362, 5299, 18915, 13256, 12431, 19892, 20097, 17713, 6170, 26714, 15294, 8475, 12650, 645, 17058, 1712, 3340"
1810,Grid_PSS,"18613, 10480, 15713, 10877, 875, 26549, 7244, 9867, 9885, 7688, 28850, 11217, 1293, 20912, 12134, 25771, 27763, 14041, 10993, 27070, 818, 26578, 29177, 22575, 20518, 29375, 24222, 27019, 27595, 15857, 18344, 3644, 27993, 14022, 10896, 5261, 23597, 4965, 24592, 3566, 17948, 21197, 2962, 22840, 16311, 1623, 16873, 17066, 5927, 8245"
1810,Grid_POS,"18613, 11808, 10480, 14080, 17414, 15713, 10877, 875, 26549, 27095, 20249, 7244, 9867, 9885, 20767, 4113, 7688, 10072, 28850, 6946, 11217, 12443, 1293, 20912, 4592, 12134, 22604, 25771, 27763, 14041, 10856, 24580, 26675, 55, 9933, 27061, 10993, 8419, 27070, 818, 26578, 29177, 7246, 21069, 22575, 7116, 4080, 20518, 29375, 24222"
1810,Grid_CMA,"10365, 11916, 23362, 875, 22604, 4142, 18613, 15873, 19591, 10877, 22840, 1934, 11808, 15857, 26549, 29249, 12536, 10480, 14080, 27095, 302, 17414, 27481, 24942, 5687, 8970, 24197, 8313, 16873, 3798, 24306, 1916, 2008, 9027, 3473, 15713, 19669, 3847, 9773, 7402, 1781, 20249, 10972, 7244, 8647, 26678, 20767, 27620, 18112, 9867"
1060,graph_Exacts,"14319, 25587, 25567, 16863, 5161, 8210, 23025, 17410, 28276, 15560, 10270, 22514, 26205, 19910, 2433, 3201, 28776, 22626, 10734, 16884, 756, 8081, 28642, 25510, 1197, 19747, 12739, 23546, 786, 7453, 13584, 13367, 17093, 9647, 4287, 23468, 9119, 10987, 29731, 6958, 23702, 15901, 12978, 24818, 22346, 17686, 10071, 7230, 25877, 19333"
1060,graph_PSS,"25510, 23025, 21971, 25877, 28769, 12739, 15804, 11173, 3887, 29722, 6455, 8893, 11349, 18311, 17194, 19306, 5100, 29477, 28945, 10354, 12773, 21396, 8718, 3976, 16884, 19910, 10013, 9029, 17480, 24099, 8761, 2055, 4072, 1212, 10623, 8231, 27157, 9801, 11918, 9633, 18039, 24818, 12655, 24151, 20327, 15584, 16190, 16010, 17410, 1315"
1060,graph_POS,"25510, 23025, 9119, 3973, 17093, 11642, 29731, 21971, 25877, 15205, 15939, 3832, 19691, 28769, 1895, 3815, 29770, 23943, 7651, 4268, 12950, 14768, 17686, 17620, 2148, 21965, 10270, 12739, 23980, 15804, 7542, 17320, 23803, 7738, 29242, 13584, 9978, 14165, 11173, 3887, 29722, 19540, 8210, 6455, 25567, 25357, 25148, 14563, 4444, 8893"
1060,graph_CMA,"14319, 25587, 25567, 16863, 5161, 8210, 23025, 17410, 28276, 15560, 10270, 22514, 26205, 19910, 2433, 3201, 28776, 22626, 10734, 16884, 756, 8081, 28642, 25510, 1197, 19747, 12739, 23546, 786, 7453, 13584, 13367, 17093, 9647, 4287, 23468, 9119, 10987, 29731, 6958, 23702, 15901, 12978, 24818, 22346, 17686, 10071, 7230, 25877, 19333"
1060,LBF_PSS,"14510, 8470, 13438, 3829, 10270, 20774, 778, 25759, 27948, 6958, 3971, 10734, 18449, 14695, 14298, 29242, 12286, 22514, 673, 199, 5614, 13584, 16991, 23855, 7738, 4108, 17878, 2566, 6776, 26464, 3815, 16863, 6304, 24493, 25005, 18928, 13693, 12931, 5034, 2753, 2148, 28164, 9099, 7542, 7838, 8256, 2459, 5831, 18730, 13303"
1060,LBF_POS,"6958, 3829, 10734, 14510, 8470, 13438, 20774, 10270, 778, 25759, 27948, 3971, 18449, 14695, 14298, 12286, 29242, 22514, 673, 5614, 13584, 199, 16991, 7738, 23855, 4108, 17878, 6776, 26464, 2566, 3815, 16863, 6304, 24493, 25005, 18928, 13693, 12931, 5034, 2753, 2148, 28164, 9099, 7542, 7838, 8256, 2459, 5831, 18730, 13303"
1060,LBF_CMA,"16863, 10270, 22514, 10734, 12286, 13584, 6958, 12931, 2566, 3815, 3829, 18449, 8470, 8256, 25005, 673, 24493, 13438, 2148, 6776, 7838, 7738, 3971, 7542, 29242, 199, 14695, 17878, 18730, 14510, 5831, 5034, 25759, 27948, 28164, 16991, 5614, 778, 9099, 26464, 6304, 2459, 20774, 4108, 14298, 2753, 18928, 13693, 13303, 23855"
1060,OSF_PSS,"25877, 28769, 25256, 29722, 8893, 11349, 28945, 21396, 29473, 24099, 11918, 18039, 25045, 20017, 12888, 17410, 10539, 29735, 10559, 20830, 19325, 11214, 9477, 6958, 25515, 3829, 10466, 17021, 10164, 11887, 29971, 13433, 20153, 2069, 15864, 8233, 14773, 16190, 20489, 24187, 820, 5432, 8470, 28495, 10270, 25759, 4742, 14510, 9488, 22126"
1060,OSF_POS,"23025, 25877, 28769, 12739, 15804, 29722, 8893, 11349, 29477, 28945, 21396, 16884, 19910, 4132, 24099, 4072, 10623, 27157, 9801, 11918, 18039, 25045, 12655, 24151, 16190, 17410, 29735, 19325, 20581, 6958, 25515, 3829, 10466, 17021, 29971, 14722, 18773, 21284, 2069, 17516, 14773, 20489, 10734, 820, 5432, 13433, 28495, 9488, 14510, 22126"
1060,OSF_CMA,"14319, 11918, 25587, 25567, 12939, 5161, 16863, 8210, 23025, 4025, 17410, 28276, 15560, 7714, 10270, 22514, 26205, 19910, 2433, 3201, 28776, 22626, 10734, 16884, 756, 8081, 6472, 9427, 332, 28642, 1197, 19747, 12739, 23546, 786, 12286, 13584, 7453, 13933, 17093, 13367, 9647, 4287, 7424, 25515, 14246, 23468, 9119, 10987, 3973"
1060,Grid_PSS,"21971, 28769, 15804, 3887, 8893, 17194, 19306, 5100, 21396, 13075, 29473, 3976, 17480, 4132, 10623, 27157, 8761, 5362, 8231, 9633, 12655, 24151, 20327, 15584, 9151, 25853, 25778, 7148, 10616, 4309, 22622, 20581, 21257, 26957, 26467, 15310, 5597, 24026, 25515, 26246, 24695, 7555, 10466, 9171, 29971, 14534, 14004, 9072, 26160, 24313"
1060,Grid_POS,"25510, 23025, 21971, 25877, 28769, 12739, 15804, 11173, 3887, 29722, 6455, 8893, 11349, 18311, 17194, 19306, 5100, 29477, 28945, 12773, 10354, 21396, 29656, 29203, 8718, 3976, 16884, 19910, 10013, 9029, 17480, 4132, 24099, 2055, 4072, 10623, 27157, 8761, 9801, 11918, 1212, 8231, 24818, 9633, 18039, 25045, 12655, 24151, 20327, 15584"
1060,Grid_CMA,"14319, 11918, 25587, 25567, 12939, 5161, 16863, 8210, 23025, 4025, 17410, 28276, 15560, 7714, 10270, 22514, 26205, 19910, 2433, 3201, 28776, 22626, 10734, 16884, 756, 8081, 6472, 9427, 332, 25510, 28642, 1197, 19747, 12739, 23546, 786, 12286, 13584, 7453, 13933, 17093, 13367, 9647, 4287, 7424, 25515, 14246, 23468, 9119, 10987"
1578,graph_Exacts,"26739, 22588, 13942, 10759, 17431, 3599, 17032, 7788, 27259, 20291, 14601, 557, 5173, 25677, 22252, 20168, 4192, 17594, 19539, 10211, 6982, 6681, 29893, 4300, 297, 7487, 21839, 3232, 18921, 11184, 15650, 25785, 6031, 14905, 3621, 11104, 17048, 25666, 3837, 24416, 23591, 20141, 22877, 18512, 25526, 944, 20994, 26334, 10355, 14761"
1578,graph_PSS,"13942, 5173, 27259, 17032, 18921, 11184, 23591, 8086, 18917, 14151, 22391, 10211, 3599, 9432, 21347, 11919, 28494, 23555, 11104, 24384, 5450, 9654, 20168, 2170, 19198, 6104, 26739, 1089, 29863, 12797, 22594, 12682, 15816, 14443, 4398, 25677, 22688, 26086, 15562, 16194, 27100, 8960, 29102, 28003, 9947, 51, 17858, 16438, 26521, 24061"
1578,graph_POS,"13942, 5173, 27259, 17032, 17594, 18921, 11184, 14601, 23591, 15650, 8086, 21839, 20994, 6681, 23312, 25666, 18917, 25395, 944, 14905, 14151, 10845, 14711, 10976, 3698, 1493, 28036, 7137, 28417, 13536, 24432, 22391, 10211, 3307, 3599, 24971, 16108, 3965, 9432, 21347, 24848, 23998, 17048, 1823, 11919, 23396, 28494, 25198, 6031, 23555"
1578,graph_CMA,"26739, 22588, 13942, 10759, 17431, 3599, 17032, 7788, 27259, 20291, 14601, 557, 5173, 25677, 22252, 20168, 4192, 17594, 19539, 10211, 6982, 6681, 29893, 4300, 297, 7487, 21839, 3232, 18921, 11184, 15650, 25785, 6031, 14905, 3621, 11104, 17048, 25666, 3837, 24416, 23591, 20141, 22877, 18512, 25526, 944, 20994, 26334, 10355, 14761"
1578,LBF_PSS,"13942, 17032, 10211, 8240, 20168, 26739, 6628, 25677, 29102, 8960, 24906, 16438, 27259, 14384, 11184, 3232, 14036, 3599, 10759, 7788, 7081, 10355, 7487, 3837, 29893, 17594, 14601, 6443, 20291, 4300, 3145, 13331, 4192, 20255, 186, 18423, 14748, 28409, 9776, 29168, 22588, 10152, 23396, 2893, 10824, 9488, 14672, 3730, 19187, 19539"
1578,LBF_POS,"13942, 27259, 17032, 11184, 3599, 10211, 20168, 26739, 25677, 29102, 8960, 10355, 16438, 6628, 8240, 24906, 14384, 3232, 7788, 14036, 10759, 3837, 7487, 29893, 7081, 17594, 14601, 6443, 20291, 4300, 3145, 13331, 20255, 4192, 186, 18423, 14748, 28409, 9776, 29168, 22588, 10152, 23396, 10824, 2893, 9488, 14672, 3730, 19187, 19539"
1578,LBF_CMA,"26739, 22588, 13942, 10759, 3599, 17032, 7788, 20291, 27259, 14601, 25677, 20168, 4192, 17594, 19539, 10211, 29893, 4300, 7487, 11184, 3232, 3837, 10355, 186, 13331, 10152, 3730, 2893, 9776, 23396, 6443, 14748, 7081, 20255, 18423, 3145, 10824, 9488, 14672, 19187, 28409, 29102, 8960, 8240, 16438, 6628, 24906, 14384, 29168, 14036"
1578,OSF_PSS,"13942, 27259, 17032, 18921, 23591, 18917, 22391, 9432, 10211, 21347, 11919, 8240, 27934, 29863, 20168, 9654, 9168, 14384, 15562, 28003, 8143, 6628, 25677, 24061, 14036, 29102, 8960, 24906, 16438, 9488, 5292, 18849, 7604, 23838, 11734, 11184, 3232, 7788, 4541, 3599, 5173, 13152, 26739, 22615, 22359, 1092, 26328, 10759, 23526, 3837"
1578,OSF_POS,"13942, 5173, 27259, 17032, 11184, 18921, 23591, 18917, 22391, 3599, 9432, 10211, 21347, 11919, 29863, 20168, 9654, 26739, 2170, 12797, 15562, 28003, 25677, 24061, 29102, 8960, 13152, 10355, 17858, 16438, 18291, 6628, 8240, 24906, 18749, 14384, 5292, 11734, 3232, 7788, 4541, 14036, 25169, 22615, 22359, 1092, 27934, 26328, 10759, 3837"
1578,OSF_CMA,"26739, 22588, 13942, 10759, 17431, 3599, 17032, 7788, 20291, 27259, 14601, 5173, 557, 22252, 25677, 20168, 4192, 17594, 19539, 6982, 10211, 29893, 6681, 4300, 7487, 297, 11184, 3621, 3232, 18921, 14905, 3837, 23591, 10355, 20994, 186, 13331, 18917, 23155, 8468, 10152, 20533, 9432, 15207, 7444, 11919, 3307, 7603, 22391, 8734"
1578,Grid_PSS,"13942, 5173, 5292, 11184, 23591, 21919, 22267, 18193, 16328, 12389, 10211, 28494, 19354, 11919, 4398, 5094, 6104, 2170, 1089, 10157, 19198, 18479, 12797, 15562, 22688, 9474, 11907, 19582, 6471, 3369, 27968, 27174, 5604, 25227, 24061, 8960, 17512, 13152, 24350, 24384, 18291, 27259, 29868, 14151, 4090, 7252, 12705, 16438, 29863, 6628"
1578,Grid_POS,"13942, 5173, 27259, 17032, 11184, 18921, 23591, 8086, 18917, 14151, 22267, 22391, 3599, 9432, 10211, 28494, 21347, 11919, 11104, 23555, 24384, 29863, 20168, 9654, 26739, 6104, 2170, 1089, 5450, 19198, 12797, 15562, 4398, 22688, 12682, 28003, 15816, 22594, 25677, 14443, 24061, 29102, 16194, 8960, 13152, 10355, 51, 17858, 16438, 18291"
1578,Grid_CMA,"26739, 22588, 13942, 10759, 17431, 3599, 17032, 7788, 20291, 27259, 14601, 5173, 557, 22252, 25677, 20168, 4192, 17594, 19539, 6982, 10211, 29893, 6681, 4300, 7487, 297, 11184, 3621, 21839, 3232, 18921, 14905, 15650, 3837, 6031, 25785, 23591, 10355, 20994, 11104, 25666, 17048, 186, 24416, 22877, 20141, 18512, 26334, 944, 1798"
799,graph_Exacts,"13404, 19473, 16106, 17239, 632, 5373, 26593, 21713, 8880, 16642, 184, 25325, 11989, 22447, 19313, 12471, 20838, 8571, 2084, 27441, 10028, 12774, 22456, 12601, 3236, 10574, 119, 3788, 3953, 2966, 14632, 28601, 1625, 15954, 26748, 27857, 18175, 25925, 9264, 6117, 20834, 23929, 21136, 22629, 3467, 28258, 9297, 16983, 19680, 16251"
